SALES_YEAR,COUNTRY_OR_TERRITORY,TIRE_SIZE,RIM_SIZE,TOTAL_INDUSTRY_SALES,SOM_OF_SIZES,GOODYEAR_SALES,OTHERS_SALES,SOM_OF_BRAND,BRAND_NAME,DESIGN_NAME,BRAND_TYPE,GOODYEAR_BRAND_SALES,GOODYEAR_PATTERN_SALES,GOODYEAR_PATTERN_RANK_BY_SIZE_BRAND,COMPETITOR_BRAND,COMPETITOR_BRAND_SALES,COMPETITOR_SOM,COMPETITOR_PATTERN,COMPETITOR_PATTERN_SALES,COMPETITOR_PATTERN_RANK_BY_SIZE_BRAND,TOP_5_FITMENTS
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Cst,12851.2501,0.001092150634,MARQUIS MR-C5,493.4996,5,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Wanli,14409.2952,0.001224559538,HARMONIC PLUS SP022,3427.0614,1,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Wanli,14409.2952,0.001224559538,AP028,2465.8907,2,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Wanli,14409.2952,0.001224559538,H 220,2323.7266,3,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Wanli,14409.2952,0.001224559538,HARMONIC H220,1959.2854,4,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Wanli,14409.2952,0.001224559538,SP203,1807.4256,5,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Wanli,14409.2952,0.001224559538,HARMONIC SP203,1231.1699,6,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Wanli,14409.2952,0.001224559538,HARMONIC PLUS SP022 EV,734.6042,7,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Wanli,14409.2952,0.001224559538,SPORTMACRO SA302,186.5424,8,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Wanli,14409.2952,0.001224559538,S 1063,116.9462,9,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Wanli,14409.2952,0.001224559538,WINTERCROSS SW312,83.4525,10,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Wanli,14409.2952,0.001224559538,S 1023,73.1903,11,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Hifly,14592.0018,0.001240086676,EHF-501,7475.9731,1,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Hifly,14592.0018,0.001240086676,HF909,6706.0099,2,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Hifly,14592.0018,0.001240086676,HF805,410.0188,3,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Goodride,15303.5597,0.001300557712,RP28,8871.5115,1,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Goodride,15303.5597,0.001300557712,RADIAL RP66,2485.0171,2,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Goodride,15303.5597,0.001300557712,SOLMAX 1,2023.2615,3,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Goodride,15303.5597,0.001300557712,ZUPERECO Z-108,1362.3282,4,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Goodride,15303.5597,0.001300557712,SP06PLUS,293.2989,5,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Goodride,15303.5597,0.001300557712,RP29,217.4062,6,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Goodride,15303.5597,0.001300557712,SP 06,46.5523,7,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Goodride,15303.5597,0.001300557712,RADIAL RP59,4.1840,8,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Ovation,17190.1018,0.001460883605,EV-582,9405.1038,1,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Ovation,17190.1018,0.001460883605,VI-689,7784.9980,2,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Sailun,19217.4767,0.001633178033,TURISMO SH56,5779.9869,1,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Sailun,19217.4767,0.001633178033,SH08,5099.2710,2,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Sailun,19217.4767,0.001633178033,ICE BLAZER SW150,2177.1582,3,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Sailun,19217.4767,0.001633178033,SW61,2014.3126,4,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Sailun,19217.4767,0.001633178033,SA50,1731.1371,5,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Sailun,19217.4767,0.001633178033,ERANGE PERFORMANCE E01 PLUS,1254.4617,6,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Sailun,19217.4767,0.001633178033,SH15,808.6173,7,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Sailun,19217.4767,0.001633178033,SU18,202.3975,8,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Sailun,19217.4767,0.001633178033,SR16,95.6818,9,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Sailun,19217.4767,0.001633178033,WETP SH19,46.2817,10,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Sailun,19217.4767,0.001633178033,SH16,8.1709,11,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Toyo,20702.6215,0.001759391578,PROXES COMFORT MC1,16689.6861,1,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Toyo,20702.6215,0.001759391578,PROXES C100,2136.6939,2,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Toyo,20702.6215,0.001759391578,OBSERVE GARIT GIZ,869.0497,3,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Toyo,20702.6215,0.001759391578,PROXES C100 PLUS,623.0930,4,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Toyo,20702.6215,0.001759391578,SD-7,384.0988,5,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Triangle,25865.8916,0.002198186923,TR978,9831.5789,1,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Triangle,25865.8916,0.002198186923,TR928,8228.5492,2,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Triangle,25865.8916,0.002198186923,TH201,4359.3764,3,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Triangle,25865.8916,0.002198186923,TRIN PL01,3062.9129,4,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Triangle,25865.8916,0.002198186923,RELIAX TOURING TE307,383.4742,5,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Pirelli,27534.2205,0.002339968185,CINTURATO P7,11502.8292,1,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Pirelli,27534.2205,0.002339968185,CINTURATO P6,5651.6673,2,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Pirelli,27534.2205,0.002339968185,CINTURATO P1,3428.6831,3,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Pirelli,27534.2205,0.002339968185,CINTURATO P7C2,2466.8755,4,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Pirelli,27534.2205,0.002339968185,CINTURATO P7 KS,1492.0983,5,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Pirelli,27534.2205,0.002339968185,CINTURATO P8 ALL SEASON,1397.8254,6,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Pirelli,27534.2205,0.002339968185,CINTURATO ROSSO,872.0418,7,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Pirelli,27534.2205,0.002339968185,ICE ZERO ASIMMETRICO,668.8970,8,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Pirelli,27534.2205,0.002339968185,P5 TOURING,35.1928,9,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Pirelli,27534.2205,0.002339968185,ICE ASIMMETRICO PLUS,18.1101,10,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Warrior,39388.6047,0.003347401168,R30,33037.1073,1,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Warrior,39388.6047,0.003347401168,GREEN-R36,5630.1983,2,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Warrior,39388.6047,0.003347401168,WR500,320.9083,3,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Warrior,39388.6047,0.003347401168,WA09,231.2761,4,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Warrior,39388.6047,0.003347401168,ECO-MAX,148.9676,5,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Warrior,39388.6047,0.003347401168,GREEN-R36 PLUS,20.1471,6,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Yokohama,45390.3310,0.003857451874,A580,14187.1083,1,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Yokohama,45390.3310,0.003857451874,ASPEC A349,12699.2318,2,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Yokohama,45390.3310,0.003857451874,ICE GUARD IG52C,3399.8075,3,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Yokohama,45390.3310,0.003857451874,A 349A,3192.9649,4,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Yokohama,45390.3310,0.003857451874,BLUEARTH-GT AE51B,2322.8893,5,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Yokohama,45390.3310,0.003857451874,ADVAN DB V551C,2013.5786,6,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Yokohama,45390.3310,0.003857451874,ADVAN DB DECIBEL V551D,1964.5506,7,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Yokohama,45390.3310,0.003857451874,ADVAN DB DECIBEL V551,1595.8766,8,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Yokohama,45390.3310,0.003857451874,ECOS ES31,1270.3485,9,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Yokohama,45390.3310,0.003857451874,ADVAN A460,955.5641,10,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Yokohama,45390.3310,0.003857451874,ADVAN DB V552,778.0327,11,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Yokohama,45390.3310,0.003857451874,BLUEARTH-GT AE51,417.5464,12,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Yokohama,45390.3310,0.003857451874,BLUEARTH-GT AE 51,246.0347,13,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
2024-01-01,Mainland China,205/55R16,16,11766920.8808544,0.4308996987,502448.0000,51586.0000,0.04708402526,Cooper,WM ICE 100,Others,502448.0000,4210.0000,3,Yokohama,45390.3310,0.003857451874,BLUEARTH-A AE50,173.4442,14,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
